"","shape1F","shape2F","shape1E","shape2E","p0","p1","pF","pE","cF","cE","NEnrolledPts","EffStoppingBound","FutStoppingBound"
"6576",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,74,34,25
"6577",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,75,35,26
"6578",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,76,35,26
"6579",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,77,36,26
"6580",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,78,36,27
"6581",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,79,37,27
"6582",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,80,37,27
"6583",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,81,38,27
"6584",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,82,38,28
"6585",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,83,39,28
"6586",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,84,40,28
"6587",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,85,40,29
"6588",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,86,41,29
"6589",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,87,41,29
"6590",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,88,42,30
"6591",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,89,42,30
"6592",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,90,43,30
"6593",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,91,43,30
"6594",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,92,44,31
"6595",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,93,44,31
"6596",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,94,45,31
"6597",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,95,45,32
"6598",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,96,46,32
"6599",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,97,47,32
"6600",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,98,47,32
"6601",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,99,48,33
"6602",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.95,100,48,33
"6603",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,1,-1,1
"6604",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,2,-1,2
"6605",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,3,0,3
"6606",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,4,0,3
"6607",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,5,0,4
"6608",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,6,1,4
"6609",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,7,1,4
"6610",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,8,1,5
"6611",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,9,2,5
"6612",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,10,2,6
"6613",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,11,2,6
"6614",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,12,3,6
"6615",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,13,3,7
"6616",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,14,4,7
"6617",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,15,4,7
"6618",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,16,5,8
"6619",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,17,5,8
"6620",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,18,6,9
"6621",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,19,6,9
"6622",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,20,7,9
"6623",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,21,7,10
"6624",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,22,7,10
"6625",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,23,8,10
"6626",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,24,8,11
"6627",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,25,9,11
"6628",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,26,9,11
"6629",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,27,10,12
"6630",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,28,10,12
"6631",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,29,11,12
"6632",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,30,11,12
"6633",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,31,12,13
"6634",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,32,12,13
"6635",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,33,13,13
"6636",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,34,13,14
"6637",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,35,14,14
"6638",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,36,14,14
"6639",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,37,15,15
"6640",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,38,15,15
"6641",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,39,16,15
"6642",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,40,16,16
"6643",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,41,17,16
"6644",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,42,17,16
"6645",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,43,18,17
"6646",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,44,18,17
"6647",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,45,19,17
"6648",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,46,19,17
"6649",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,47,20,18
"6650",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,48,21,18
"6651",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,49,21,18
"6652",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,50,22,19
"6653",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,51,22,19
"6654",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,52,23,19
"6655",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,53,23,20
"6656",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,54,24,20
"6657",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,55,24,20
"6658",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,56,25,21
"6659",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,57,25,21
"6660",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,58,26,21
"6661",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,59,26,21
"6662",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,60,27,22
"6663",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,61,27,22
"6664",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,62,28,22
"6665",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,63,28,23
"6666",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,64,29,23
"6667",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,65,29,23
"6668",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,66,30,24
"6669",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,67,30,24
"6670",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,68,31,24
"6671",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,69,32,24
"6672",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,70,32,25
"6673",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,71,33,25
"6674",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,72,33,25
"6675",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,73,34,26
"6676",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,74,34,26
"6677",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,75,35,26
"6678",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,76,35,26
"6679",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,77,36,27
"6680",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,78,36,27
"6681",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,79,37,27
"6682",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,80,37,28
"6683",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,81,38,28
"6684",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,82,38,28
"6685",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,83,39,29
"6686",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,84,40,29
"6687",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,85,40,29
"6688",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,86,41,29
"6689",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,87,41,30
"6690",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,88,42,30
"6691",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,89,42,30
"6692",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,90,43,31
"6693",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,91,43,31
"6694",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,92,44,31
"6695",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,93,44,31
"6696",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,94,45,32
"6697",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,95,45,32
"6698",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,96,46,32
"6699",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,97,47,33
"6700",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,98,47,33
"6701",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,99,48,33
"6702",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.96,100,48,33
"6703",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,1,-1,1
"6704",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,2,-1,2
"6705",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,3,0,3
"6706",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,4,0,3
"6707",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,5,0,4
"6708",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,6,1,4
"6709",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,7,1,5
"6710",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,8,1,5
"6711",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,9,2,5
"6712",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,10,2,6
"6713",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,11,2,6
"6714",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,12,3,7
"6715",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,13,3,7
"6716",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,14,4,7
"6717",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,15,4,8
"6718",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,16,5,8
"6719",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,17,5,8
"6720",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,18,6,9
"6721",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,19,6,9
"6722",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,20,7,9
"6723",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,21,7,10
"6724",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,22,7,10
"6725",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,23,8,10
"6726",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,24,8,11
"6727",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,25,9,11
"6728",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,26,9,11
"6729",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,27,10,12
"6730",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,28,10,12
"6731",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,29,11,12
"6732",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,30,11,13
"6733",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,31,12,13
"6734",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,32,12,13
"6735",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,33,13,14
"6736",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,34,13,14
"6737",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,35,14,14
"6738",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,36,14,15
"6739",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,37,15,15
"6740",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,38,15,15
"6741",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,39,16,16
"6742",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,40,16,16
"6743",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,41,17,16
"6744",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,42,17,17
"6745",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,43,18,17
"6746",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,44,18,17
"6747",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,45,19,18
"6748",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,46,19,18
"6749",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,47,20,18
"6750",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,48,21,19
"6751",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,49,21,19
"6752",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,50,22,19
"6753",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,51,22,19
"6754",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,52,23,20
"6755",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,53,23,20
"6756",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,54,24,20
"6757",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,55,24,21
"6758",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,56,25,21
"6759",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,57,25,21
"6760",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,58,26,22
"6761",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,59,26,22
"6762",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,60,27,22
"6763",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,61,27,22
"6764",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,62,28,23
"6765",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,63,28,23
"6766",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,64,29,23
"6767",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,65,29,24
"6768",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,66,30,24
"6769",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,67,30,24
"6770",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,68,31,25
"6771",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,69,32,25
"6772",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,70,32,25
"6773",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,71,33,25
"6774",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,72,33,26
"6775",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,73,34,26
"6776",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,74,34,26
"6777",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,75,35,27
"6778",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,76,35,27
"6779",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,77,36,27
"6780",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,78,36,28
"6781",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,79,37,28
"6782",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,80,37,28
"6783",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,81,38,28
"6784",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,82,38,29
"6785",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,83,39,29
"6786",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,84,40,29
"6787",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,85,40,30
"6788",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,86,41,30
"6789",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,87,41,30
"6790",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,88,42,31
"6791",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,89,42,31
"6792",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,90,43,31
"6793",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,91,43,31
"6794",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,92,44,32
"6795",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,93,44,32
"6796",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,94,45,32
"6797",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,95,45,33
"6798",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,96,46,33
"6799",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,97,47,33
"6800",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,98,47,33
"6801",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,99,48,34
"6802",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.97,100,48,34
"6803",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,1,-1,1
"6804",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,2,-1,2
"6805",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,3,0,3
"6806",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,4,0,3
"6807",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,5,0,4
"6808",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,6,1,4
"6809",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,7,1,5
"6810",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,8,1,5
"6811",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,9,2,6
"6812",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,10,2,6
"6813",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,11,2,6
"6814",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,12,3,7
"6815",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,13,3,7
"6816",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,14,4,8
"6817",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,15,4,8
"6818",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,16,5,8
"6819",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,17,5,9
"6820",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,18,6,9
"6821",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,19,6,9
"6822",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,20,7,10
"6823",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,21,7,10
"6824",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,22,7,11
"6825",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,23,8,11
"6826",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,24,8,11
"6827",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,25,9,12
"6828",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,26,9,12
"6829",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,27,10,12
"6830",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,28,10,13
"6831",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,29,11,13
"6832",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,30,11,13
"6833",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,31,12,14
"6834",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,32,12,14
"6835",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,33,13,14
"6836",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,34,13,15
"6837",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,35,14,15
"6838",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,36,14,15
"6839",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,37,15,16
"6840",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,38,15,16
"6841",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,39,16,16
"6842",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,40,16,17
"6843",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,41,17,17
"6844",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,42,17,17
"6845",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,43,18,17
"6846",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,44,18,18
"6847",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,45,19,18
"6848",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,46,19,18
"6849",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,47,20,19
"6850",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,48,21,19
"6851",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,49,21,19
"6852",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,50,22,20
"6853",0.3,0.7,0.001,0.001,0.25,0.6,0.6,0.25,0.01,0.98,51,22,20
